id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,createdAt,createdBy,fundingRaised,lastFundingDate,foundationDate,industry,employeeRange,addedToGroupAt,addedToGroupBy,Accelerator Duration (in weeks),Founders,LinkedIn,Number of Exits,Number of Investments,Number of Portfolio Organizations,Stage,Twitter
fe8a1474-1f57-4a35-89eb-a00a19403f90,3XM Ventures,company,alberto.azevedo@3xm.ventures,"3XM is a venture capital firm that focuses on means of payments, banking, blockchain, and fintech.",alberto.azevedo@3xm.ventures,https://www.3xm.ventures/,https://www.3xm.ventures/,,,"Dubai, Dubai, United Arab Emirates","Dubai, Dubai, United Arab Emirates",Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,Alby - Alberto de Azevedo,,,2,2,"Early Stage Venture,Venture",
511f973d-eb08-410b-8dd4-4e17d5ac3da8,450 Ventures,company,,Strategic investment arm of BCBS of Alabama,,,,,,"Birmingham, Alabama, United States","Birmingham, Alabama, United States",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,,,3,3,,
f502f76e-b2f0-45a6-9940-fa282a7b6c9c,574 Invest,company,contact@574invest.sncf.fr,574 Invest is the strategic venture capital fund of the SNCF group.,contact@574invest.sncf.fr,https://574invest.com/,https://574invest.com/,,,"Saint-denis, Ile-de-France, France","Saint-denis, Ile-de-France, France",Corporate Venture Arms,2026-02-15T20:18:20.343Z,Mirza Asceric,,,,,,2026-02-15T20:18:20.661Z,Mirza Asceric,,,https://www.linkedin.com/company/574invest,,5,5,,https://twitter.com/574_invest
4da7edd8-1dc4-473d-adf1-29a8881e06db,58 Industry Fund,company,,58 Industry Fund is an investment firm.,,,,,,"Tianjing, Tianjin, China","Tianjing, Tianjin, China",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,,,,5,5,,
22008fc3-f7d4-4c39-b771-971bffcce8e8,77 Capital,company,,77 Capital is the venture arm of 77 Bank.,,,,,,,,Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,,,,14,14,Early Stage Venture,
03e1b654-4748-4c26-a13b-1e3329a26e31,7-Ventures LLC,company,,"7-Ventures, LLC, is the 7-ElevenÂ® corporate venturing arm focused on discovering, partnering and investing in consumer-facing technologies.",,https://7-ventures.co/,https://7-ventures.co/,,,"Dallas, Texas, United States","Dallas, Texas, United States",Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,"Raja Doddala, Rob Chumley",,1,10,9,Early Stage Venture,
9d650b46-e06a-4028-9061-51399b61e444,A1 sblc Finance investment,company,fifundgroup@gmail.com,"Urgent BG, SBLC for Projects, Guarantee Loans",fifundgroup@gmail.com,http://www.alfinancialservicesltd.com,http://www.alfinancialservicesltd.com,,,,,Corporate Venture Arms,2026-02-15T20:18:28.544Z,Mirza Asceric,,,,,,2026-02-15T20:18:28.830Z,Mirza Asceric,,Rob Ballmer,,,,,"Convertible Note,Venture,Private Equity",
9a901f5b-067e-4b77-8c82-ee956b9c8ac1,AAI Holdings Inc.,company,,Holding Company of AAI Group of Companies,,,,,,,,Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,,,,2,1,,
4885e5ee-a0bb-4967-9818-49fd97c20d88,Abalena Capital Limited,company,wan.yuan@abalena.com,"Abalena Capital is an investment firm that invests in aviation, oil and gas, real estate, hospitality, sports, and media sectors.",wan.yuan@abalena.com,http://www.abalena.com/,http://www.abalena.com/,,,"Central, Hong Kong Island, Hong Kong","Central, Hong Kong Island, Hong Kong",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,M Dawood KHAN,https://www.linkedin.com/company/15205221/admin/,,1,1,"Debt,Venture,Private Equity",https://twitter.com/AbalenaCapital
8159bb3d-d35f-4d5c-96d1-e5c08672fca3,Abbott Ventures,company,,Abbott Ventures is a subsidiary of Abbott dedicated to making venture capital investments in emerging medical technology companies.,,http://www.abbottventures.com,http://www.abbottventures.com,,,"Carthage, Illinois, United States","Carthage, Illinois, United States",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,Wallace C. Abbott,https://www.linkedin.com/company/abbott-,1,1,1,"Late Stage Venture,Early Stage Venture,Seed",
bbbbc221-c5b3-4662-8d3b-3b91f4f7b16c,ABB Technology Ventures,company,,ABB Technology Ventures (ATV) is the strategic venture capital unit of ABB (NYSE: ABB).,,https://new.abb.com/about/technology/ventures,https://new.abb.com/about/technology/ventures,,,"Zürich, Zurich, Switzerland","Zürich, Zurich, Switzerland",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,"Andrew Tang, Girish Nadkarni, Grant Allen, Kurt Kaltenegger",https://www.linkedin.com/showcase/abb-technology-ventures/,10,58,41,"Late Stage Venture,Early Stage Venture,Seed",
ab2786d1-a881-4442-ab40-d49498732e3c,AbbVie Biotech Ventures,company,customerservice@abbvie.com,"AbbVie Biotech Ventures, an Illinois-based company, makes investments in emerging biotech and pharmaceutical companies.",customerservice@abbvie.com,https://www.abbvie.com/partnerships/abbvie-ventures.html,https://www.abbvie.com/partnerships/abbvie-ventures.html,,,"North Chicago, Illinois, United States","North Chicago, Illinois, United States",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,"Jasmina Marjanovic, Margarita Chavez",https://www.linkedin.com/company/abbvie,11,49,35,,https://www.twitter.com/abbvie
190d1e40-7b8a-44fd-8dd8-37001e71a075,ABC Dream Ventures,company,contact@adventures.co.jp,ABC Dream Ventures is the corporate venture capital arm of Japanese media firm Asahi Broadcasting Group Holdings.,contact@adventures.co.jp,http://adventures.co.jp,http://adventures.co.jp,,,"Osaka, Osaka, Japan","Osaka, Osaka, Japan",Corporate Venture Arms,2026-02-15T20:18:12.899Z,Mirza Asceric,,,,,,2026-02-15T20:18:13.293Z,Mirza Asceric,,Akihiro Ueda,,1,20,17,"Late Stage Venture,Early Stage Venture",
70aaa515-06ca-4a6b-8b10-0502e7e66149,ABN AMRO Fund,company,digital.impact.fund@nl.abanmro.com,"ABN AMRO's investment arm makes investments in early-, mid-, and late-stage companies around the world",digital.impact.fund@nl.abanmro.com,http://www.abnamro.nl,http://www.abnamro.nl,,,"Amsterdam, Noord-Holland, The Netherlands","Amsterdam, Noord-Holland, The Netherlands",Corporate Venture Arms,2026-02-15T20:18:10.882Z,Mirza Asceric,,,,,,2026-02-15T20:18:11.279Z,Mirza Asceric,,Bernard-Louis Roques,https://www.linkedin.com/company/abnamro-etf,23,56,50,"Late Stage Venture,Early Stage Venture,Seed",
524cb88d-add4-4b5b-b710-5cc8f49d81c5,ABN AMRO Ventures,company,abnamroventures@nl.abnamro.com,ABN AMRO Ventures is the corporate venture fund of ABN AMRO,abnamroventures@nl.abnamro.com,https://www.abnamro.com/en/about-abnamro/in-society/innovation/abnamro-ventures/index.html,https://www.abnamro.com/en/about-abnamro/in-society/innovation/abnamro-ventures/index.html,,,"Amsterdam, Noord-Holland, The Netherlands","Amsterdam, Noord-Holland, The Netherlands",Corporate Venture Arms,2026-02-15T20:18:26.219Z,Mirza Asceric,,,,,,2026-02-15T20:18:26.534Z,Mirza Asceric,,,https://www.linkedin.com/showcase/abn-amro-ventures/,7,36,23,"Late Stage Venture,Convertible Note",
ac1b45a6-662e-4adc-91e6-dd589c8597d1,AB Private Credit Investors,company,,AB Private Credit Investors is the middle market direct lending platform of AllianceBernstein.,,https://www.alliancebernstein.com/sites/alternatives/investments/us/private-credit-investors/home.htm,https://www.alliancebernstein.com/sites/alternatives/investments/us/private-credit-investors/home.htm,,,"Austin, Texas, United States","Austin, Texas, United States",Corporate Venture Arms,2026-02-15T20:18:24.958Z,Mirza Asceric,,,,,,2026-02-15T20:18:25.311Z,Mirza Asceric,,,https://www.linkedin.com/company/ab-private-credit-investors-llc,1,6,5,Early Stage Venture,
6974c97b-dcce-4e58-a9a5-05aa38a282c2,Abu Dhabi Investment Authority,company,credit@eiosoftcapital.ae,"Abu Dhabi Investment Authority is investing funds for Government of Abu Dhabi,via its Appointed Legal Representative, Eiosoft Capital in PPP",credit@eiosoftcapital.ae,http://www.adia.ae,http://www.adia.ae,,,,,Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,"H.H. Sheikh Mansour Bin Zayed Al Nahyan, HH Shaikh Mohamed Bin Zayed Al Nahdha Bin Sultan bin Zayed bin Khalifa bin Shakhbut bin Dhiyab bin Issa Al Nahyan Al Falahi, HH Shaikh Sultan Bin Zayed Al Nahyan, Sheikha Maryam Bint Al Nuaimi Al Qasimi",https://www.linkedin.com/company/adia,28,66,58,,
e962485d-e458-4e1a-a175-45e6efb95116,Abu Dhabi Investment Council,company,,Abu Dhabi Investment Council is an investment arm of the government of Abu Dhabi that focuses on wealth protection and investment strategy.,,www.linkedin.com/company/abu-dhabi-investment-council,www.linkedin.com/company/abu-dhabi-investment-council,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates","Abu Dhabi, Abu Dhabi, United Arab Emirates",Corporate Venture Arms,2026-02-15T20:18:14.185Z,Mirza Asceric,,,,,,2026-02-15T20:18:14.556Z,Mirza Asceric,,,https://www.linkedin.com/company/abu-dhabi-investment-council/,1,1,1,,
4f871a3a-5561-4ef7-a7c2-225c17458852,AB Ventures LP,company,,"Arab Bank's corporate venture capital arm, founded in 2018, and specialized in early-stage FinTech investments, with a global mandate.",,https://abventures.vc,https://abventures.vc,,,"Amman, Amman, Jordan","Amman, Amman, Jordan",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,,https://www.linkedin.com/company/ab-ventures-lp/,,7,6,Early Stage Venture,
6246432b-4e68-4a97-9e39-dda08ae7df08,Acacia Digital,company,info@acaciadigital.io,"Acacia Digital Holdings (Acacia) is diversified blockchain platform that focuses on trading, mining, and early-stage investment",info@acaciadigital.io,https://acaciadigital.io/,https://acaciadigital.io/,,,"New Orleans, Louisiana, United States","New Orleans, Louisiana, United States",Corporate Venture Arms,2026-02-15T20:18:16.904Z,Mirza Asceric,,,,,,2026-02-15T20:18:17.266Z,Mirza Asceric,,David Chase,https://www.linkedin.com/company/acacia-digital-holdings/,,1,1,,https://twitter.com/_acaciadigital
0c64e64e-c498-4cae-88fe-b0a690d2edbe,Acario,company,makiko@acarioinnovation.com,"Energy, Climatetech, Cleantech",makiko@acarioinnovation.com,https://acarioinnovation.com/,https://acarioinnovation.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States",Corporate Venture Arms,2026-02-15T20:18:24.958Z,Mirza Asceric,,,,,,2026-02-15T20:18:25.311Z,Mirza Asceric,,,https://www.linkedin.com/company/acario/,1,1,1,"Late Stage Venture,Early Stage Venture,Seed",
94f7e76c-5afe-4e5f-b923-aeb85eaaf3ed,Accelerasia Ventures,company,vincent@accelerasia.com,AccelerAsia Ventures makes seed and Series A investments in B2B technology startups.,vincent@accelerasia.com,https://www.accelerasia.com/aa-ventures/,https://www.accelerasia.com/aa-ventures/,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,"Arnout Mostert, Frank Bomers, Joeri Gianotten, Vincent Veehof",https://www.linkedin.com/company/accelerasia/,2,10,7,Early Stage Venture,
12c36d5a-7eda-4566-9e35-95554819c779,Accenture Ventures,company,,"Accenture Ventures is a venture capital firm arm of Accenture, delivers innovative solutions with strategic partnerships and investments.",,https://www.accenture.com/in-en/about/ventures-index,https://www.accenture.com/in-en/about/ventures-index,,,"San Francisco, California, United States","San Francisco, California, United States",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,Tom Patterson,https://www.linkedin.com/company/accenture,1,43,41,Early Stage Venture,
085a949e-2483-4bd2-8374-17b5a75cc73c,Access Biotechnology,company,,Access Biotechnology is an investment arm of Access Industries that focuses on private and public biopharma companies.,,http://accessbio-tech.com/,http://accessbio-tech.com/,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,,https://www.linkedin.com/company/access-industries/,8,28,19,"Late Stage Venture,Early Stage Venture",
6d363b3f-66a8-4ec3-bd4f-04cbccde768c,Access Industries,company,,Access Industries is a privately held industrial group with long-term holdings worldwide.,,http://www.accessindustries.com,http://www.accessindustries.com,,,"New York, New York, United States","New York, New York, United States",Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,Len Blavatnik,https://www.linkedin.com/company/access-industries/,27,73,51,"Late Stage Venture,Early Stage Venture,Private Equity",
b484699a-6f89-4d5b-99ad-d7a6cda07d36,AccuraCast,company,sales@accuracast.com,"AccuraCast is a digital marketing agency based in London, UK.",sales@accuracast.com,https://www.accuracast.com,https://www.accuracast.com,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,Farhad Divecha,https://www.linkedin.com/company/accuracast,,1,1,,https://twitter.com/accuracast
a71cc038-06ca-4d77-bd68-450c308cfc80,Acestream Utility,company,info@windbreakmedia.com,A new kind of venture company,info@windbreakmedia.com,,,,,,,Corporate Venture Arms,2026-02-15T20:18:19.233Z,Mirza Asceric,,,,,,2026-02-15T20:18:19.586Z,Mirza Asceric,,Ty Accornero,,,1,1,"Late Stage Venture,Early Stage Venture,Venture",
072599d4-3a05-470d-92d5-c6124dd82325,Achmea Innovation Fund,company,achmeainnovationfund@achmea.nl,"Achmea Innovation Fund invests in start-ups that have strategic allignment with Achmea, the largest insurer of the Netherlands.",achmeainnovationfund@achmea.nl,https://www.achmeainnovationfund.nl,https://www.achmeainnovationfund.nl,,,"Amsterdam, Noord-Holland, The Netherlands","Amsterdam, Noord-Holland, The Netherlands",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,,https://www.linkedin.com/company/78778379,,6,6,"Early Stage Venture,Seed",
d62b96c9-df5e-4d29-a1ed-abb74318adf7,ACOM Solutions,company,info@acom.com,Acquiring and Building B2B Technology Companies,info@acom.com,https://acom.com,https://acom.com,,,"Long Beach, California, United States","Long Beach, California, United States",Corporate Venture Arms,2026-02-15T20:18:26.219Z,Mirza Asceric,,,,,,2026-02-15T20:18:26.534Z,Mirza Asceric,,,https://www.linkedin.com/company/acom-solutions-inc,,1,1,,https://twitter.com/acomsolves?lang=en
28428c78-c7c6-4383-b08e-e72430c9b6dc,AC Ventures,company,hector.shibata@arcacontal.com,AC Ventures is a Corporate Venture Capital fund sponsored by a Coca-Cola bottler with operations in the United States & Latam,hector.shibata@arcacontal.com,https://bit.ly/3oo1e9q,https://bit.ly/3oo1e9q,,,,,Corporate Venture Arms,2026-02-15T20:18:18.131Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.493Z,Mirza Asceric,,,https://www.linkedin.com/company/acv-vc,,4,4,"Seed,Late Stage Venture,Early Stage Venture,Venture",
76212186-08a1-4662-a0ed-6d85dac42ae0,ADAY,company,,Media intelligence solutions,,https://www.aday.fr/en,https://www.aday.fr/en,,,"Paris, Ile-de-France, France","Paris, Ile-de-France, France",Corporate Venture Arms,2026-02-15T20:18:18.131Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.493Z,Mirza Asceric,,,https://www.linkedin.com/company/aday-fr/,,1,1,,https://twitter.com/Aday_fr
06d9d1c0-5bbb-4069-bdc7-f066780485d0,ADB Ventures,company,,ADB Ventures is a new venture platform that will support and invest in startups.,,https://ventures.adb.org,https://ventures.adb.org,,,"Mandaluyong, Cavite, Philippines","Mandaluyong, Cavite, Philippines",Corporate Venture Arms,2026-02-15T20:18:18.131Z,Mirza Asceric,,,,,,2026-02-15T20:18:18.493Z,Mirza Asceric,,,https://www.linkedin.com/company/asian-development-bank,,38,31,Early Stage Venture,
4cb5aeaa-7fa6-437f-9784-b1a0f21dbd79,Addington Investment Group,company,casper@addington.nl,"Venture Capital, Private Equity",casper@addington.nl,https://www.addington.nl/,https://www.addington.nl/,,,"Rotterdam, Zuid-Holland, The Netherlands","Rotterdam, Zuid-Holland, The Netherlands",Corporate Venture Arms,2026-02-15T20:18:20.343Z,Mirza Asceric,,,,,,2026-02-15T20:18:20.661Z,Mirza Asceric,,Arthur Nederlof,https://www.linkedin.com/company/86227865/,,3,3,"Late Stage Venture,Convertible Note,Seed,Venture,Private Equity",
26517f44-2638-4864-a2c0-87717c2c7029,AddVentures,company,contact@addventures.co.th,AddVentures is a venture capital that partners and invests in the best digital innovations in Industrial-Enterprise-B2B verticals.,contact@addventures.co.th,https://www.addventures.co.th,https://www.addventures.co.th,,,"Bangkok, Krung Thep, Thailand","Bangkok, Krung Thep, Thailand",Corporate Venture Arms,2026-02-15T20:18:27.466Z,Mirza Asceric,,,,,,2026-02-15T20:18:27.790Z,Mirza Asceric,,,https://www.linkedin.com/company/addventuresbyscg,,16,10,"Late Stage Venture,Early Stage Venture",
78a1e0f8-1484-410b-ac75-0b09417d8aac,adesso ventures,company,,adesso ventures invests via venture capital and tech for equity.,,https://www.adesso-ventures.com/,https://www.adesso-ventures.com/,,,"Berlin, Berlin, Germany","Berlin, Berlin, Germany",Corporate Venture Arms,2026-02-15T20:18:22.663Z,Mirza Asceric,,,,,,2026-02-15T20:18:22.963Z,Mirza Asceric,,,https://www.linkedin.com/company/adesso-ventures,,10,9,"Convertible Note,Seed",
a7b0f3af-3fad-4f38-8ffa-0403d3abba30,Aditya Birla Ventures,company,,Aditya Birla Ventures is a Venture Capital arm of Aditya Birla Group.,,https://www.adityabirlaventures.com/,https://www.adityabirlaventures.com/,,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",Corporate Venture Arms,2026-02-15T20:18:12.899Z,Mirza Asceric,,,,,,2026-02-15T20:18:13.293Z,Mirza Asceric,,,https://www.linkedin.com/company/aditya-birla-ventures,,4,3,,
b7ddc7d9-e75c-4734-9c6e-78d2c0376122,ADM Ventures,company,,ADM Ventures is a corporate venture capital arm of Archer Daniels Midland Company that invests in technology startups.,,https://www.adm.com/en-us/insights-and-innovation/innovation-services/ventures/,https://www.adm.com/en-us/insights-and-innovation/innovation-services/ventures/,,,"Decatur, Illinois, United States","Decatur, Illinois, United States",Corporate Venture Arms,2026-02-15T20:18:16.904Z,Mirza Asceric,,,,,,2026-02-15T20:18:17.266Z,Mirza Asceric,,"George A. Archer, John W. Daniels",https://www.linkedin.com/company/adm,1,9,9,Early Stage Venture,
79e47aeb-ad43-4afd-9ae8-2ea4d09c8644,ADmyBRAND,company,care@admybrand.com,Stripe for Marketing. ADmyBRAND is end-to-end platform for all types of (traditional & digital) ad-spaces.,care@admybrand.com,https://www.admybrand.com/,https://www.admybrand.com/,,,"San Francisco, California, United States","San Francisco, California, United States",Corporate Venture Arms,2026-02-15T20:18:26.219Z,Mirza Asceric,,,,,,2026-02-15T20:18:26.534Z,Mirza Asceric,,Sudd Goyal,https://www.linkedin.com/company/admybrand,,1,1,"Early Stage Venture,Seed,Non Equity Assistance,Initial Coin Offering",https://twitter.com/admybrand
2cfedce3-e7a1-4f7a-aa32-1bb95177362b,Adverline,company,p.framezelle@adverline.com,Adverline group develops a coherent strategy through complementary businesses.,p.framezelle@adverline.com,http://www.adverline.com,http://www.adverline.com,,,"Paris, Ile-de-France, France","Paris, Ile-de-France, France",Corporate Venture Arms,2026-02-15T20:18:15.812Z,Mirza Asceric,,,,,,2026-02-15T20:18:16.164Z,Mirza Asceric,,,https://www.linkedin.com/company/adverline,1,2,1,Early Stage Venture,http://twitter.com/Adverline
aad2f302-fdd6-4bb8-b55f-d639bd484395,ADV LaunchPad,company,launchpad@advgroup.ru,ADV LaunchPad is a corporate venture builder focused on AdTech & MarTech solutions. We create synergy between enterprises and startups.,launchpad@advgroup.ru,https://advpad.ru/,https://advpad.ru/,,,"Moscow, Moscow City, Russian Federation","Moscow, Moscow City, Russian Federation",Corporate Venture Arms,2026-02-15T20:18:26.219Z,Mirza Asceric,,,,,,2026-02-15T20:18:26.534Z,Mirza Asceric,,Vadim Dyakov,,,1,1,"Early Stage Venture,Seed",
101dc12c-4ee6-46e0-b5f9-c405a58e18f7,Aega ASA,company,mhe@aega.no,A solar utility stock-listed company .,mhe@aega.no,http://www.aega.no,http://www.aega.no,,,"Oslo, Oslo, Norway","Oslo, Oslo, Norway",Corporate Venture Arms,2026-02-15T20:18:16.904Z,Mirza Asceric,,,,,,2026-02-15T20:18:17.266Z,Mirza Asceric,,"Fabio Buonsanti, Lars G Dysterud Hansen",https://www.linkedin.com/company/aega-as,1,1,1,,
a07e4ebb-a392-458e-9d9f-31e3f54bc7df,AEI Horizon X,company,,AEI Horizon X is a corporate venture between private equity firm AE Industrial Partners and Boeing.,,,,,,"Boca Raton, Florida, United States","Boca Raton, Florida, United States",Corporate Venture Arms,2026-02-15T20:18:12.899Z,Mirza Asceric,,,,,,2026-02-15T20:18:13.293Z,Mirza Asceric,,,,1,7,7,Early Stage Venture,
f64183e5-138e-4ef9-b85b-b50c32fc02d4,AeroCity Tech Ventures,company,hello@aerocity.tech,"AeroCity Tech Ventures make investments into businesses and ideas that can improve aviation processes, technologies and operations.",hello@aerocity.tech,https://aerocity.tech/ventures,https://aerocity.tech/ventures,,,"Vilnius, Vilniaus Apskritis, Lithuania","Vilnius, Vilniaus Apskritis, Lithuania",Corporate Venture Arms,2026-02-15T20:18:21.530Z,Mirza Asceric,,,,,,2026-02-15T20:18:21.861Z,Mirza Asceric,,,https://www.linkedin.com/company/aerocitytech,,2,2,"Late Stage Venture,Early Stage Venture,Seed,Venture",
fa12ed67-6654-48fc-b991-48148acdf7a7,Aerospace Xelerated,company,hello@xelerated.aero,Aerospace Xelerated is The Boeing Company's 3-month accelerator for software startups that can move the aerospace industry forward.,hello@xelerated.aero,https://xelerated.aero,https://xelerated.aero,,,"London, England, United Kingdom","London, England, United Kingdom",Corporate Venture Arms,2026-02-15T20:18:26.219Z,Mirza Asceric,,,,,,2026-02-15T20:18:26.534Z,Mirza Asceric,12,,https://www.linkedin.com/company/aeroxelerated/,,24,24,"Convertible Note,Seed,Venture",https://twitter.com/aeroxelerated
