id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,createdAt,createdBy,addedToGroupAt,addedToGroupBy,Investor Type,Region Invested,Stage Invested,Thesis,Ticket Size Sweetspot,Value add,linkedin-private-codex,linkedin-private-claude
9d682ecb-44a3-4db2-a862-015bc150dc3b,Camber Partners,company,,,,www.camber.io,www.camber.io,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Private Equity,Venture Capital","East Europe,West Europe,South America,North America,North Europe,Asia-Pacific,South Europe","Series B,Series D+,Series A,Series C"," Camber focuses on growing B2B SaaS businesses with $3-15m in recurring revenue, and has a strong preference for Product-Led Growth (PLG) models.

Camber Partners believes that modern software companies should be architected for mass distribution. 

In our 25+ years of operating
experience, this has meant scalable, data-driven, and capital-efficient growth methods that, when executed properly, accelerate growth and compound enterprise value. Camber provides the capital and operating expertise to support this rapid, disciplined growth.

Camber's internal Growth team provides functional support in marketing, sales and customer success. Our dedicated data team unlocks the power of marketing, product, and customer data to increase LTV and scale customer acquisition. Camber's hands-on engagement helps achieve the go-to-market execution that growth-stage software companies deserve.

Camber prioritizes investment in growing B2B SaaS businesses with $3-15m in recurring revenue, and has a strong preference for Product-Led Growth (PLG) models.
",$10-25M,,"https://www.linkedin.com/in/mscottirwin, https://www.linkedin.com/in/jasonhable","https://www.linkedin.com/in/mscottirwin, https://www.linkedin.com/in/jasonhable"
c10c2a4d-3f9b-4593-b989-8c547d573452,Capchase,company,,,,www.capchase.com,www.capchase.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,RBF,"North America,South Europe,North Europe,West Europe","Series B,Series D+,Series A,Series C,Seed","Providing fast access to flexible, scalable non-dilutive growth capital for SaaS businesses",$100k-$50m,"Access up to 60% of your predictable ARR on day one. Fuel your growth without taking on debt or diluting your equity.
- Up to $10m in financing
- Term sheet decision as fast as 48h
- A flexible credit line that can grow alongside your ARR",,
ca002f70-0074-4228-9d25-8b9ca5f10f30,Cathay Innovation,company,,Cathay Innovation is a global multi-stage venture capital firm investing in startups impacting the world.,,https://cathayinnovation.com/,https://cathayinnovation.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"East Europe,South America,West Europe,North America,North Europe,South Europe,Asia-Pacific","Series B,Series A,Series C,Seed",Global venture capital platform investing in startups positively impacting the world through technology,5-20,"> Accelerating sales growth: dedicated in-house business development team focused on fostering commercial deals ad pertnership between our portfolio companies and our ecosystem of large corporates
> Building global players: we have team on the ground in Europe, the U.S., South-East-Asia, China, Latam and Africa - to support our portfolio companies looking to expand in new regions or gather market intell","https://www.linkedin.com/in/sim0nwu, https://www.linkedin.com/in/jon-healy","https://www.linkedin.com/in/sim0nwu, https://www.linkedin.com/in/jon-healy"
be55f8d7-e96d-4989-91d2-8d2184ed0dec,Claret Capital Partners,company,,,,https://www.claret-capital.com/,https://www.claret-capital.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series B,Series A,Series C","We specialize in providing venture debt to cash-burning companies with proven product-market fit, superior unit economics, strong gross margins and fast growth. We provide debt for various purposes, including M&A, working capital investment and extending runway between equity rounds. We usually invest between 5 and 30 million euros, and look for companies that have generally raised a round of institutional capital, i.e. around Series A-C stage.",5 to 30 million eiros,"Wide network of VC contacts and portfolio companies, who we are keen to made introductions to.","https://www.linkedin.com/in/raj-shah-3142749, https://www.linkedin.com/in/jared-magnus","https://www.linkedin.com/in/raj-shah-3142749, https://www.linkedin.com/in/jared-magnus"
d682ffa4-54d0-40c3-b9e0-7cb630c8fcc7,Columbia Lake Partners,company,,,,www.clpgrowth.com,www.clpgrowth.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,United Kingdom,West Europe","Series B,Series A,Series C",Helping founders scale their business with less dilutive capital,$5-10mm,"Large network in the US, portfolio of >60 companies to draw on for support, fundraising support","https://www.linkedin.com/in/craig-w-netterfield-cfa-54a84833, https://www.linkedin.com/in/katevine","https://www.linkedin.com/in/craig-w-netterfield-cfa-54a84833, https://www.linkedin.com/in/katevine"
3cf64019-3508-47b8-a5ef-db13f0958e1d,Connect Ventures,company,,,,http://www.connectventures.co/,http://www.connectventures.co/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"East Europe,West Europe",Seed,"We invest in opinionated products, crafted with love and loved by many.",1000000,Product ,https://www.linkedin.com/in/rorystirling,https://www.linkedin.com/in/rorystirling
b6cf61c5-308a-4f8a-8fbc-1f2944b94004,Creandum,company,,"Creandum is an early-stage venture capital firm focusing on technology companies within the consumer, software, and hardware industries.",,Creandum.com,Creandum.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series A,Pre-Seed,Seed",European tech startups from pre-seed to series A,EUR 1-10m,"Highest Seed 👉 Series A conversion amongst European VCs (75%+), plus an office in the US with the primary focus of helping European startups hit the ground running over there.","https://www.linkedin.com/in/johanbrenner, https://www.linkedin.com/in/fritjofsson, https://www.linkedin.com/in/staffanhelgesson, https://www.linkedin.com/in/danielblomquist","https://www.linkedin.com/in/johanbrenner, https://www.linkedin.com/in/fritjofsson, https://www.linkedin.com/in/staffanhelgesson, https://www.linkedin.com/in/danielblomquist"
790fc74b-fe21-46d0-ba8b-5dd41c4d2698,DEPO Ventures,company,,,,https://depoventures.com/,https://depoventures.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,"Venture Capital ,Syndicate","Estonia,Lithuania,East Europe,Latvia,Germany","Pre-Seed,Seed","Founders-first early-stage investor powered by business angels.
We invest in companies based in CEE or led by CEE founders (CEE = Prague to Bucharest incl Baltics, Athens (EU countries).

We invest in Fintech/DeFi, Blockchain, Web3, Marketplaces, ImpactTech, and DeepTech. Initial traction/market validation is welcomed.",50-250k EUR,"We have a vast network of business angels from different backgrounds, those are C-level executives and ex-founders that are ready to help out our portfolio companies when it comes to mentoring, operations and general advice.

We have DEPO Ventures - VC fund that backed the best founders, but also DEPO Angels - a network that powers the biggest Syndicate in CEE and supports founders that are just starting their journey.","https://www.linkedin.com/in/petr-sima-a294681, https://www.linkedin.com/in/redelkiewicz","https://www.linkedin.com/in/petr-sima-a294681, https://www.linkedin.com/in/redelkiewicz"
32a73e74-d01c-444a-b4cf-62a0df513aff,Dev Garage Limited,company,,,,,,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Angel,"India,East Europe,United Kingdom",Pre-Seed,,,,,
1f78f7c3-39b4-4298-bc3c-789492d3a523,DHENIN MANAGEMENT,company,,,,,,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,,,,,,,,
b62f4196-ef09-4021-ab01-d91989c0c344,Duggan Investments,company,,,,,,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Angel,West Europe,"Pre-Seed,Seed","Web3 focus within Sustainability, Wellbeing, transport (electric mobility)",£50-150k,"Serial entrepreneur, recent successful exit to Fortune 500 company, engineer, multiple start up experience, blockchain knowledge",,
4e8c6463-1776-4177-b8fb-eb57d24c241b,Dutch Founders Fund,company,,,,https://www.dutchfoundersfund.com/,https://www.dutchfoundersfund.com/,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"South Europe,East Europe,North Europe,West Europe","Series A,Pre-Seed,Seed",Looking for B2B marketplaces and Network effects ,500k-1m,Hands on fund with a lot of expertise and backed by a group of well known Dutch founders,"https://www.linkedin.com/in/kerssemakers, https://www.linkedin.com/in/maartenengelen, https://www.linkedin.com/in/happyinvestments","https://www.linkedin.com/in/kerssemakers, https://www.linkedin.com/in/maartenengelen, https://www.linkedin.com/in/happyinvestments"
87ec66f6-fca9-4a4f-b3b1-272a2a7ca94e,Element Finance,company,,,,www.elementfinance.com,www.elementfinance.com,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,RBF,"North America,South Europe,South America,East Europe,North Europe,Australasia,West Europe","Series B,Series A,Pre-Seed",Growth Debt for B2B SaaS Companies,"1,000,000",,,
d3d1e51d-1191-4199-b9e6-c4b1d6894e58,EVP,company,,,,www.evp.com.au,www.evp.com.au,,,,,100 VC firms Investing In SaaS,2026-02-15T20:28:28.229Z,Mirza Asceric,2026-02-15T20:28:28.554Z,Mirza Asceric,Venture Capital,"Australia,New Zealand","Series A,Seed",We’re an ANZ venture firm focused on early-stage SaaS and marketplace companies.,"$3,000,000",,,
